"No.","Time","Source","Destination","Protocol","Length","Info"
"204","9.607355","192.168.29.240","192.168.29.21","TCP","210","8009  >  52208 [PSH, ACK] Seq=2847 Ack=865 Win=2738 Len=156"
"205","9.607395","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=865 Ack=3003 Win=254 Len=0"
"206","9.609589","192.168.29.240","192.168.29.21","TCP","210","8009  >  52208 [PSH, ACK] Seq=3003 Ack=865 Win=2738 Len=156"
"207","9.652884","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=221 Ack=2847 Win=254 Len=0"
"208","9.652971","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=865 Ack=3159 Win=253 Len=0"
"209","9.778000","192.168.29.21","192.168.29.1","DNS","76","Standard query 0xc0ab A www.linkedin.com"
"210","9.778432","192.168.29.21","192.168.29.1","DNS","76","Standard query 0x2fa0 HTTPS www.linkedin.com"
"211","9.779590","192.168.29.21","13.107.42.14","TCP","1494","50891  >  443 [ACK] Seq=85 Ack=47 Win=507 Len=1440 [TCP PDU reassembled in 215]"
"212","9.779590","192.168.29.21","13.107.42.14","TCP","1494","50891  >  443 [ACK] Seq=1525 Ack=47 Win=507 Len=1440 [TCP PDU reassembled in 215]"
"213","9.779590","192.168.29.21","13.107.42.14","TCP","1494","50891  >  443 [ACK] Seq=2965 Ack=47 Win=507 Len=1440 [TCP PDU reassembled in 215]"
"214","9.779590","192.168.29.21","13.107.42.14","TCP","1494","50891  >  443 [ACK] Seq=4405 Ack=47 Win=507 Len=1440 [TCP PDU reassembled in 215]"
"215","9.779590","192.168.29.21","13.107.42.14","TLSv1.2","1417","Application Data"
"216","9.779738","192.168.29.21","13.107.42.14","TLSv1.2","423","Application Data"
"217","9.780003","192.168.29.21","104.18.32.47","TCP","66","53720  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"218","9.787962","192.168.29.240","192.168.29.21","TCP","352","8009  >  50730 [PSH, ACK] Seq=2549 Ack=221 Win=1552 Len=298"
"219","9.792860","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=47 Ack=1525 Win=16385 Len=0"
"220","9.792860","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=47 Ack=4405 Win=16385 Len=0"
"221","9.794262","192.168.29.1","192.168.29.21","DNS","177","Standard query response 0xc0ab A www.linkedin.com CNAME afd-cf.www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14"
"222","9.796106","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=47 Ack=5845 Win=16379 Len=0"
"223","9.796106","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=47 Ack=7208 Win=16385 Len=0"
"224","9.796106","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=47 Ack=7577 Win=16383 Len=0"
"225","9.799706","192.168.29.1","192.168.29.21","DNS","204","Standard query response 0x2fa0 HTTPS www.linkedin.com CNAME afd-cf.www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net SOA ns1.l-msedge.net"
"226","9.810071","104.18.32.47","192.168.29.21","TCP","66","443  >  53720 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"227","9.810227","192.168.29.21","104.18.32.47","TCP","54","53720  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"228","9.811284","192.168.29.21","104.18.32.47","TCP","1454","53720  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 229]"
"229","9.811284","192.168.29.21","104.18.32.47","TLSv1.3","710","Client Hello (SNI=chatgpt.com)"
"230","9.830802","104.18.32.47","192.168.29.21","TCP","54","443  >  53720 [ACK] Seq=1 Ack=1401 Win=73728 Len=0"
"231","9.832864","104.18.32.47","192.168.29.21","TCP","54","443  >  53720 [ACK] Seq=1 Ack=2057 Win=73728 Len=0"
"232","9.836936","104.18.32.47","192.168.29.21","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"233","9.836936","104.18.32.47","192.168.29.21","TCP","1514","443  >  53720 [ACK] Seq=1461 Ack=2057 Win=73728 Len=1460 [TCP PDU reassembled in 234]"
"234","9.836936","104.18.32.47","192.168.29.21","TLSv1.3","896","Application Data"
"235","9.837106","192.168.29.21","104.18.32.47","TCP","54","53720  >  443 [ACK] Seq=2057 Ack=3763 Win=65280 Len=0"
"236","9.843661","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=221 Ack=2847 Win=254 Len=0"
"237","9.846546","192.168.29.21","104.18.32.47","TLSv1.3","118","Change Cipher Spec, Application Data"
"238","9.846858","192.168.29.21","104.18.32.47","TLSv1.3","146","Application Data"
"239","9.847318","192.168.29.21","104.18.32.47","TCP","1454","53720  >  443 [ACK] Seq=2213 Ack=3763 Win=65280 Len=1400 [TCP PDU reassembled in 243]"
"240","9.847318","192.168.29.21","104.18.32.47","TCP","1454","53720  >  443 [ACK] Seq=3613 Ack=3763 Win=65280 Len=1400 [TCP PDU reassembled in 243]"
"241","9.847318","192.168.29.21","104.18.32.47","TCP","1454","53720  >  443 [ACK] Seq=5013 Ack=3763 Win=65280 Len=1400 [TCP PDU reassembled in 243]"
"242","9.847318","192.168.29.21","104.18.32.47","TCP","1454","53720  >  443 [ACK] Seq=6413 Ack=3763 Win=65280 Len=1400 [TCP PDU reassembled in 243]"
"243","9.847318","192.168.29.21","104.18.32.47","TLSv1.3","554","Application Data"
"244","9.930553","104.18.32.47","192.168.29.21","TCP","54","443  >  53720 [ACK] Seq=3763 Ack=6413 Win=81920 Len=0"
"245","9.930553","104.18.32.47","192.168.29.21","TLSv1.3","591","Application Data, Application Data"
"246","9.930553","104.18.32.47","192.168.29.21","TCP","54","443  >  53720 [ACK] Seq=4300 Ack=8313 Win=90112 Len=0"
"247","9.931136","192.168.29.21","104.18.32.47","TLSv1.3","85","Application Data"
"248","10.034404","104.18.32.47","192.168.29.21","TCP","54","443  >  53720 [ACK] Seq=4300 Ack=8344 Win=90112 Len=0"
"249","10.065707","13.107.42.14","192.168.29.21","TLSv1.2","235","Application Data"
"250","10.114873","192.168.29.21","13.107.42.14","TCP","54","50891  >  443 [ACK] Seq=7577 Ack=228 Win=507 Len=0"
"251","10.155361","192.168.29.21","57.144.123.33","TCP","102","52165  >  80 [PSH, ACK] Seq=97 Ack=46 Win=253 Len=48"
"252","10.162594","104.18.32.47","192.168.29.21","TLSv1.3","636","Application Data"
"253","10.162594","104.18.32.47","192.168.29.21","TLSv1.3","171","Application Data"
"254","10.162594","104.18.32.47","192.168.29.21","TLSv1.3","85","Application Data"
"255","10.162679","192.168.29.21","104.18.32.47","TCP","54","53720  >  443 [ACK] Seq=8344 Ack=5030 Win=64256 Len=0"
"256","10.167009","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=46 Ack=145 Win=498 Len=0"
"257","10.170364","192.168.29.21","104.18.32.47","TCP","66","53721  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"258","10.239024","104.18.32.47","192.168.29.21","TCP","66","443  >  53721 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"259","10.239111","192.168.29.21","104.18.32.47","TCP","54","53721  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"260","10.239967","192.168.29.21","104.18.32.47","TCP","1454","53721  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 261]"
"261","10.239967","192.168.29.21","104.18.32.47","TLSv1.3","710","Client Hello (SNI=chatgpt.com)"
"262","10.270962","192.168.29.21","35.186.224.45","TLSv1.2","97","Application Data"
"263","10.280428","104.18.32.47","192.168.29.21","TCP","54","443  >  53721 [ACK] Seq=1 Ack=2057 Win=73728 Len=0"
"264","10.280428","104.18.32.47","192.168.29.21","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"265","10.280428","104.18.32.47","192.168.29.21","TCP","1514","443  >  53721 [PSH, ACK] Seq=1461 Ack=2057 Win=73728 Len=1460 [TCP PDU reassembled in 266]"
"266","10.280428","104.18.32.47","192.168.29.21","TLSv1.3","895","Application Data"
"267","10.280541","192.168.29.21","104.18.32.47","TCP","54","53721  >  443 [ACK] Seq=2057 Ack=3762 Win=65280 Len=0"
"268","10.281811","192.168.29.21","104.18.32.47","TLSv1.3","118","Change Cipher Spec, Application Data"
"269","10.282060","192.168.29.21","104.18.32.47","TLSv1.3","146","Application Data"
"270","10.282279","192.168.29.21","104.18.32.47","TLSv1.3","430","Application Data"
"271","10.299747","35.186.224.45","192.168.29.21","TCP","54","443  >  50670 [ACK] Seq=1 Ack=44 Win=1043 Len=0"
"272","10.303901","104.18.32.47","192.168.29.21","TCP","54","443  >  53721 [ACK] Seq=3762 Ack=2589 Win=73728 Len=0"
"273","10.303901","104.18.32.47","192.168.29.21","TLSv1.3","591","Application Data, Application Data"
"274","10.304382","192.168.29.21","104.18.32.47","TLSv1.3","85","Application Data"
"275","10.442701","57.144.123.33","192.168.29.21","TCP","99","80  >  52165 [PSH, ACK] Seq=46 Ack=145 Win=498 Len=45"
"276","10.442701","104.18.32.47","192.168.29.21","TCP","54","443  >  53721 [ACK] Seq=4299 Ack=2620 Win=73728 Len=0"
"277","10.442701","35.186.224.45","192.168.29.21","TLSv1.2","94","Application Data"
"278","10.452597","192.168.29.240","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ba82042d-bc26-7716-650d-b2f7a0b9226a.local A, cache flush 192.168.29.240"
"279","10.454088","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"280","10.497413","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=145 Ack=91 Win=253 Len=0"
"281","10.497527","192.168.29.21","35.186.224.45","TCP","54","50670  >  443 [ACK] Seq=44 Ack=41 Win=254 Len=0"
"282","10.647445","104.18.32.47","192.168.29.21","TLSv1.3","1101","Application Data"
"283","10.647445","104.18.32.47","192.168.29.21","TLSv1.3","171","Application Data"
"284","10.647445","104.18.32.47","192.168.29.21","TLSv1.3","85","Application Data"
"285","10.647507","192.168.29.21","104.18.32.47","TCP","54","53721  >  443 [ACK] Seq=2620 Ack=5494 Win=65280 Len=0"
"286","11.416839","192.168.29.21","142.250.71.99","QUIC","1292","Initial, DCID=e3db53dd9fed9325, PKN: 1, CRYPTO"
"287","11.417040","192.168.29.21","142.250.71.99","QUIC","1292","Initial, DCID=e3db53dd9fed9325, PKN: 2, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING"
"288","11.419664","192.168.29.21","142.250.71.99","QUIC","120","0-RTT, DCID=e3db53dd9fed9325"
"289","11.420048","192.168.29.21","142.250.71.99","QUIC","586","0-RTT, DCID=e3db53dd9fed9325"
"290","11.466775","142.250.71.99","192.168.29.21","QUIC","82","Initial, SCID=e3db53dd9fed9325, PKN: 1, ACK"
"291","11.466775","142.250.71.99","192.168.29.21","QUIC","1292","Initial, SCID=e3db53dd9fed9325, PKN: 2, ACK, PADDING"
"292","11.466775","192.168.29.240","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ba82042d-bc26-7716-650d-b2f7a0b9226a.local A, cache flush 192.168.29.240"
"293","11.466775","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"294","11.519514","192.168.29.21","142.250.71.99","QUIC","1292","Initial, DCID=e3db53dd9fed9325, PKN: 6, PADDING, PING, PADDING"
"295","11.530476","142.250.71.99","192.168.29.21","QUIC","1292","Initial, SCID=e3db53dd9fed9325, PKN: 3, CRYPTO, PADDING"
"296","11.530476","142.250.71.99","192.168.29.21","QUIC","347","Protected Payload (KP0)"
"297","11.530476","142.250.71.99","192.168.29.21","QUIC","986","Protected Payload (KP0)"
"298","11.530476","142.250.71.99","192.168.29.21","QUIC","67","Protected Payload (KP0)"
"299","11.530476","142.250.71.99","192.168.29.21","QUIC","64","Protected Payload (KP0)"
"300","11.531732","192.168.29.21","142.250.71.99","QUIC","120","Handshake, DCID=e3db53dd9fed9325"
"301","11.531976","192.168.29.21","142.250.71.99","QUIC","73","Protected Payload (KP0), DCID=e3db53dd9fed9325"
"302","11.565948","192.168.29.21","142.250.71.99","QUIC","74","Protected Payload (KP0), DCID=e3db53dd9fed9325"
"303","11.568955","142.250.71.99","192.168.29.21","QUIC","1292","Initial, SCID=e3db53dd9fed9325, PKN: 9, ACK, CRYPTO, PADDING"
"304","11.569443","142.250.71.99","192.168.29.21","QUIC","162","Protected Payload (KP0)"
"305","11.569642","192.168.29.21","142.250.71.99","QUIC","75","Protected Payload (KP0), DCID=e3db53dd9fed9325"
"306","11.578085","142.250.71.99","192.168.29.21","QUIC","570","Protected Payload (KP0)"
"307","11.578085","142.250.71.99","192.168.29.21","QUIC","64","Protected Payload (KP0)"
"308","11.578633","192.168.29.21","142.250.71.99","QUIC","79","Protected Payload (KP0), DCID=e3db53dd9fed9325"
"309","11.578823","192.168.29.21","142.250.71.99","QUIC","75","Protected Payload (KP0), DCID=e3db53dd9fed9325"
"310","11.671551","142.250.71.99","192.168.29.21","QUIC","67","Protected Payload (KP0)"
"311","11.887979","192.168.29.21","57.144.123.33","TCP","370","52165  >  80 [PSH, ACK] Seq=145 Ack=91 Win=253 Len=316"
"312","11.905455","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=91 Ack=461 Win=509 Len=0"
"313","11.992027","192.168.29.21","162.247.243.20","TLSv1.3","1459","Application Data"
"314","12.081044","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=4429 Ack=4204 Win=155136 Len=0"
"315","12.183409","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=91 Ack=461 Win=509 Len=1392"
"316","12.183409","57.144.123.33","192.168.29.21","TCP","153","80  >  52165 [PSH, ACK] Seq=1483 Ack=461 Win=509 Len=99"
"317","12.183409","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=1582 Ack=461 Win=509 Len=1392"
"318","12.183409","57.144.123.33","192.168.29.21","TCP","162","80  >  52165 [PSH, ACK] Seq=2974 Ack=461 Win=509 Len=108"
"319","12.183409","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=3082 Ack=461 Win=509 Len=1392"
"320","12.183505","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=461 Ack=4474 Win=255 Len=0"
"321","12.184088","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [PSH, ACK] Seq=4474 Ack=461 Win=509 Len=1392"
"322","12.184088","57.144.123.33","192.168.29.21","TCP","1410","80  >  52165 [PSH, ACK] Seq=5866 Ack=461 Win=509 Len=1356"
"323","12.184149","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=461 Ack=7222 Win=255 Len=0"
"324","12.208678","192.168.29.21","49.44.180.35","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 49.44.180.35:3478"
"325","12.208758","192.168.29.21","49.44.180.35","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 49.44.180.35:3478"
"326","12.208816","192.168.29.21","163.70.140.62","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 163.70.140.62:3478"
"327","12.208846","192.168.29.21","163.70.140.62","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 163.70.140.62:3478"
"328","12.208901","192.168.29.21","157.240.192.50","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 157.240.192.50:3478"
"329","12.208951","192.168.29.21","157.240.192.50","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 157.240.192.50:3478"
"330","12.209089","192.168.29.21","163.70.138.62","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 163.70.138.62:3478"
"331","12.209165","192.168.29.21","163.70.138.62","STUN","278","Allocate Request XOR-RELAYED-ADDRESS: 163.70.138.62:3478"
"332","12.229378","49.44.180.35","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"333","12.229378","49.44.180.35","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"334","12.229378","162.247.243.20","192.168.29.21","TLSv1.3","276","Application Data, Application Data"
"335","12.229378","163.70.140.62","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"336","12.229505","163.70.140.62","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"337","12.245201","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"338","12.245447","163.70.138.62","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"339","12.245447","163.70.138.62","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"340","12.245447","157.240.192.50","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"341","12.245447","157.240.192.50","192.168.29.21","STUN","110","Allocate Success Response XOR-MAPPED-ADDRESS: 49.43.228.243:65061"
"342","12.252457","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"343","12.274835","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"344","12.276566","192.168.29.21","162.247.243.20","TCP","54","53717  >  443 [ACK] Seq=4204 Ack=4651 Win=65280 Len=0"
"345","12.282850","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"346","12.284853","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"347","12.289630","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"348","12.294835","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"349","12.304849","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"350","12.307601","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"351","12.311182","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"352","12.314839","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"353","12.319852","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"354","12.334817","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"355","12.340342","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"356","12.344788","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"357","12.354157","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"358","12.354782","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"359","12.358567","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"360","12.364794","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"361","12.371238","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"362","12.374798","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"363","12.384766","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"364","12.387046","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"365","12.390600","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"366","12.394803","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"367","12.414824","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"368","12.424544","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"369","12.424784","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"370","12.428884","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"371","12.430348","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"372","12.434811","192.168.29.21","49.44.180.35","UDP","106","65061  >  3478 Len=64"
"373","12.434920","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"374","12.442722","49.44.180.35","192.168.29.21","UDP","554","3478  >  65061 Len=512"
"375","12.442722","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"376","12.464817","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"377","12.474810","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"378","12.477191","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"379","12.479752","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"380","12.484793","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"381","12.491969","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"382","12.494797","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"383","12.503871","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"384","12.504789","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"385","12.510029","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"386","12.521680","192.168.29.21","57.144.123.33","TCP","157","52165  >  80 [PSH, ACK] Seq=461 Ack=7222 Win=255 Len=103"
"387","12.522352","192.168.29.21","57.144.123.33","TCP","157","52165  >  80 [PSH, ACK] Seq=564 Ack=7222 Win=255 Len=103"
"388","12.523040","192.168.29.21","57.144.123.33","TCP","157","52165  >  80 [PSH, ACK] Seq=667 Ack=7222 Win=255 Len=103"
"389","12.523493","192.168.29.21","57.144.123.33","TCP","157","52165  >  80 [PSH, ACK] Seq=770 Ack=7222 Win=255 Len=103"
"390","12.524113","192.168.29.21","57.144.123.33","TCP","160","52165  >  80 [PSH, ACK] Seq=873 Ack=7222 Win=255 Len=106"
"391","12.524810","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"392","12.527045","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7222 Ack=564 Win=509 Len=0"
"393","12.529856","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7222 Ack=667 Win=509 Len=0"
"394","12.529856","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7222 Ack=770 Win=509 Len=0"
"395","12.529856","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7222 Ack=873 Win=509 Len=0"
"396","12.529856","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7222 Ack=979 Win=509 Len=0"
"397","12.530421","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"398","12.534820","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"399","12.539693","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"400","12.544836","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"401","12.550940","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"402","12.554823","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"403","12.560520","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"404","12.564817","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"405","12.569775","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"406","12.574822","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"407","12.580362","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"408","12.584822","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"409","12.591931","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"410","12.604825","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"411","12.609428","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"412","12.614811","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"413","12.624825","192.168.29.21","49.44.180.35","UDP","542","65061  >  3478 Len=500"
"414","12.625061","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"415","12.631935","49.44.180.35","192.168.29.21","UDP","82","3478  >  65061 Len=40"
"416","12.800135","57.144.123.33","192.168.29.21","TCP","151","80  >  52165 [PSH, ACK] Seq=7222 Ack=979 Win=509 Len=97"
"417","12.800135","57.144.123.33","192.168.29.21","TCP","151","80  >  52165 [PSH, ACK] Seq=7319 Ack=979 Win=509 Len=97"
"418","12.800135","57.144.123.33","192.168.29.21","TCP","151","80  >  52165 [PSH, ACK] Seq=7416 Ack=979 Win=509 Len=97"
"419","12.800135","57.144.123.33","192.168.29.21","TCP","151","80  >  52165 [PSH, ACK] Seq=7513 Ack=979 Win=509 Len=97"
"420","12.800135","57.144.123.33","192.168.29.21","TCP","151","80  >  52165 [PSH, ACK] Seq=7610 Ack=979 Win=509 Len=97"
"421","12.800228","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=979 Ack=7707 Win=254 Len=0"
"422","14.610602","192.168.29.21","192.168.29.240","TCP","164","51815  >  8009 [PSH, ACK] Seq=221 Ack=2847 Win=254 Len=110 [TCP PDU reassembled in 1054]"
"423","14.610765","192.168.29.21","192.168.29.240","TCP","164","52208  >  8009 [PSH, ACK] Seq=865 Ack=3159 Win=253 Len=110"
"424","14.613352","192.168.29.21","192.168.29.1","DNS","80","Standard query 0xba71 A log-api.newrelic.com"
"425","14.621807","192.168.29.240","192.168.29.21","TCP","60","8009  >  51815 [ACK] Seq=2847 Ack=331 Win=1506 Len=0"
"426","14.621807","192.168.29.240","192.168.29.21","TCP","164","8009  >  51815 [PSH, ACK] Seq=2847 Ack=331 Win=1506 Len=110"
"427","14.622222","192.168.29.240","192.168.29.21","TCP","164","8009  >  52208 [PSH, ACK] Seq=3159 Ack=975 Win=2738 Len=110"
"428","14.623407","192.168.29.1","192.168.29.21","DNS","163","Standard query response 0xba71 A log-api.newrelic.com CNAME log-api.cell.nr-data.net CNAME fastly-log-api.newrelic.com A 162.247.243.22"
"429","14.624820","192.168.29.21","162.247.243.22","TCP","66","53722  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"430","14.674270","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=331 Ack=2957 Win=254 Len=0"
"431","14.674326","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=975 Ack=3269 Win=253 Len=0"
"432","14.684210","162.247.243.22","192.168.29.21","TCP","66","443  >  53722 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"433","14.684353","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"434","14.685266","192.168.29.21","162.247.243.22","TLSv1.3","322","Client Hello (SNI=log-api.newrelic.com)"
"435","14.743263","192.168.29.1","224.0.0.1","IGMPv3","50","Membership Query, general"
